Class,Order,Family,Species,Common Name,Cvalue
Aves,Ciconiiformes,Threskiornithidae,Platalea leucorodia,White spoonbill,1.25
Aves,Ciconiiformes,Threskiornithidae,Threskiornis aethiopicus,Sacred ibis,1.25
Aves,Coliiformes,Coliidae,Colius colius,White-backed mousebird,1.47
Aves,Coliiformes,Coliidae,Urocolius indicus,Red-faced mousebird,1.53
Aves,Columbiformes,Columbidae,Caloenas nicobarica,Nicobar pigeon,1.54
Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.14
Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.33
Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.44
Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.46
Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.49
Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.5
Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.59
Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.65
Aves,Columbiformes,Columbidae,Ducula bicolor,Pied imperial pigeon,1.6
Aves,Columbiformes,Columbidae,Geotrygon montana,Ruddy quail-dove,1.51
Aves,Columbiformes,Columbidae,Goura cristata,Western crowned pigeon,1.39
Aves,Columbiformes,Columbidae,Goura victoria,Victoria crowned pigeon,1.38
Aves,Columbiformes,Columbidae,Leptotila rufaxilla,Grey-fronted dove,1.41
Aves,Columbiformes,Columbidae,Leptotila verreauxi,White-tipped dove,1.41
Aves,Columbiformes,Columbidae,Patagioenas fasciata,Band-tailed pigeon,1.49
Aves,Columbiformes,Columbidae,Ptilinopus perlatus,Pink-spotted dove,1.48
Aves,Columbiformes,Columbidae,Ptilinopus pulchellus,Crimson-capped fruit dove,1.47
Aves,Columbiformes,Columbidae,Ptilinopus regina,Rose-crowned fruit dove,1.37
Aves,Columbiformes,Columbidae,Streptopelia capicola,Ring-necked dove,1.41
Aves,Columbiformes,Columbidae,Streptopelia senegalensis,Laughing dove,1.37
Aves,Columbiformes,Columbidae,Streptopelia turtur,Turtle dove,1.23
Aves,Columbiformes,Columbidae,Trugon terrestris,Thick-billed ground pigeon,1.7
Aves,Columbiformes,Columbidae,Zenaida auriculata,Eared dove,1.41
Aves,Coraciiformes,Alcedinidae,Alcedo atthis,River kingfisher,1.4
Aves,Coraciiformes,Alcedinidae,Halcyon albiventris,Brown-hooded kingfisher,1.58
Aves,Coraciiformes,Bucerotidae,Bucorvus abyssinicus,Abyssinian ground hornbill,1.43
Aves,Coraciiformes,Coraciidae,Coracias garrulus,European roller,1.28
Aves,Coraciiformes,Meropidae,Merops apiaster,European bee-eater,1.32
Aves,Coraciiformes,Meropidae,Merops bullockoides,White-fronted bee-eater,1.37
Aves,Coraciiformes,Momotidae,Baryphthengus martii,Rufous motmot,1.5
Aves,Coraciiformes,Momotidae,Momotus momota,Blue-crowned motmot,1.52
Aves,Coraciiformes,Phoeniculidae,Phoeniculus purpureus,Green wood hoopoe,1.32
Aves,Coraciiformes,Phoeniculidae,Rhinopomastus cyanomelas,Common scimitarbill,1.13
Aves,Coraciiformes,Upupidae,Upupa epops,Hoopoe,1.28
Aves,Cuculiformes,Cucilidae,Crotophaga ani,Smooth-billed ani,1.22
Aves,Cuculiformes,Cuculidae,Chrysococcyx caprius,Diederik cuckoo,1.45
Aves,Cuculiformes,Cuculidae,Clamator jacobinus,Jacobin cuckoo,1.4
Aves,Cuculiformes,Cuculidae,Crotophaga ani,Smooth-billed ani,1.34
Aves,Cuculiformes,Cuculidae,Crotophaga sulcirostris,Groove-billed ani,1.33
Aves,Cuculiformes,Cuculidae,Neomorphus geoffroyi,Rufous-vented ground cuckoo,1.51
Aves,Falconiformes,Accipitridae,Accipiter nisus,Northern sparrowhawk,1.12
Aves,Falconiformes,Accipitridae,Aegypius monachus gingintanus,Cinereous vulture,1.59
Aves,Falconiformes,Accipitridae,Aguila chrysaetos,Golden eagle,1.32
Aves,Falconiformes,Accipitridae,Aguila chrysaetos,Golden eagle,1.48
Aves,Falconiformes,Accipitridae,Buteo buteo,Eurasian buzzard,1.31
Aves,Falconiformes,Accipitridae,Buteo buteo,Eurasian buzzard,1.53
Aves,Falconiformes,Accipitridae,Circus aeruginosus,Marsh harrier,1.43
Aves,Falconiformes,Accipitridae,Circus cyaneus,Northern harrier,1.42
Aves,Falconiformes,Accipitridae,Circus pygargus,Montagu's harrier,1.46
Aves,Falconiformes,Accipitridae,Elanus caerulens,Black-winged kite,1.55
Aves,Falconiformes,Accipitridae,Gyps bengalensis,Asian white-backed vulture,1.39
Aves,Falconiformes,Accipitridae,Haliaeetus leucocephalus,Bald eagle,1.43
Aves,Falconiformes,Accipitridae,Harpia harpyja,Harpy eagle,1.58
Aves,Falconiformes,Accipitridae,Milvus migrans,Black kite,1.47
Aves,Falconiformes,Accipitridae,Milvus migrans,Black kite,1.63
Aves,Falconiformes,Accipitridae,Milvus milvus,Red kite,1.5
Aves,Falconiformes,Accipitridae,Neophron percnopterus,Egyptian vulture,1.58
Aves,Falconiformes,Accipitridae,Neophron percnopterus,Egyptian vulture,1.6
Aves,Falconiformes,Accipitridae,Pernis apivorus,Honey buzzard,1.53
Aves,Falconiformes,Accipitridae,Rostrhamus sociabilis,Snail kite,1.41
Aves,Falconiformes,Cathartidae,Gymnogyps californianus,California condor,1.51
Aves,Falconiformes,Falconidae,Falco eleonorae,Eleonara's kestrel,1.27
Aves,Falconiformes,Falconidae,Falco peregrinus,Peregrine falcon,1.45
Aves,Falconiformes,Falconidae,Falco sparverius,American kestrel,1.43
Aves,Falconiformes,Falconidae,Falco sparverius,American kestrel,1.43
Aves,Falconiformes,Falconidae,Falco tinnunculus,Eurasian kestrel,1.33
Aves,Falconiformes,Falconidae,Falco tinnunculus,Eurasian kestrel,1.54
Aves,Falconiformes,Falconidae,Falco vespertinus,Red-footed falcon,1.47
Aves,Falconiformes,Falconidae,Micrastur ruficollis,Barred forest falcon,1.57
Aves,Galliformes,Cracidae,Penelope sp.,Guan,1.23
Aves,Galliformes,Phasianidae,Argusianus argus,Great argus,1.52
Aves,Galliformes,Phasianidae,Bonasa umbellus,Ruffed grouse,1.32
Aves,Galliformes,Phasianidae,Chrysolophus pictus,Golden pheasant,1.21
Aves,Galliformes,Phasianidae,Coturnix coturnix,Quail,1.35
Aves,Galliformes,Phasianidae,Coturnix japonica,Japanese quail,1.29
Aves,Galliformes,Phasianidae,Coturnix japonica,Japanese quail,1.41
Aves,Galliformes,Phasianidae,Francolinus natalensis,Natal spurfowl,1.22
Aves,Galliformes,Phasianidae,Francolinus swainsonii,Swainson's spurfowl,1.21
Aves,Galliformes,Phasianidae,Gallus domesticus,Domestic chicken,1.25
Aves,Galliformes,Phasianidae,Gallus domesticus,Domestic chicken,1.28
Aves,Galliformes,Phasianidae,Guttera edouardi,Crested (Kenyan) guineafowl,1.54
Aves,Galliformes,Phasianidae,Meleagris gallopavo,Turkey,1.31
Aves,Galliformes,Phasianidae,Meleagris gallopavo,Turkey,1.4
Aves,Galliformes,Phasianidae,Meleagris gallopavo,Turkey,1.68
Aves,Galliformes,Phasianidae,Numida meleagris,Guineafowl,1.23
Aves,Galliformes,Phasianidae,Numida meleagris,Guineafowl,1.25
Aves,Galliformes,Phasianidae,Numida meleagris,Guineafowl,1.31
Aves,Galliformes,Phasianidae,Numida meleagris,Helmeted guineafowl,1.24
Aves,Galliformes,Phasianidae,Pavo muticus,Green peafowl,1.34
Aves,Galliformes,Phasianidae,Phasianus colchicus,Common pheasant,0.97
Aves,Galliformes,Phasianidae,Phasianus colchicus,Common pheasant,1.23
Aves,Galliformes,Phasianidae,Phasianus colchicus,Common pheasant,1.25
Aves,Galliformes,Phasianidae,Phasianus colchicus,Common pheasant,1.26
Aves,Galliformes,Phasianidae,Phasianus colchicus,Common pheasant,1.27
Aves,Gruiformes,Cariamidae,Cariama cristata,Red-legged seriema,1.5
Aves,Gruiformes,Gruidae,Anthropoides paradisea,Stanley crane,1.5
Aves,Gruiformes,Gruidae,Anthropoides paradisea,Stanley crane,1.52
Aves,Gruiformes,Gruidae,Anthropoides virgo,Demoiselle crane,1.32
Aves,Gruiformes,Gruidae,Anthropoides virgo,Demoiselle crane,1.58
Aves,Gruiformes,Gruidae,Balearica pavonina,Black (W. African) crowned crane,1.41
Aves,Gruiformes,Gruidae,Balearica pavonina,Black (W. African) crowned crane,1.48
Aves,Gruiformes,Gruidae,Balearica pavonina,Black (W. African) crowned crane,1.51
Aves,Gruiformes,Gruidae,Balearica pavonina,Black (W. African) crowned crane,1.52
Aves,Gruiformes,Gruidae,Balearica regulorum,Gray (E. African) crowned crane,1.44
Aves,Gruiformes,Gruidae,Balearica regulorum,Gray (E. African) crowned crane,1.45
Aves,Gruiformes,Gruidae,Balearica regulorum,Gray (E. African) crowned crane,1.51
Aves,Gruiformes,Gruidae,Bugeranus carunculus,Wattled crane,1.4
Aves,Gruiformes,Gruidae,Grus americana,Whooping crane,1.5
Aves,Gruiformes,Gruidae,Grus americana,Whooping crane,1.53
Aves,Gruiformes,Gruidae,Grus americana,Whooping crane,1.59
Aves,Gruiformes,Gruidae,Grus antigone,Saurus crane,1.43
Aves,Gruiformes,Gruidae,Grus canadensis canadensis,Lesser sandhill crane,1.48
Aves,Gruiformes,Gruidae,Grus canadensis pratensis,Florida sandhill crane,1.6
Aves,Gruiformes,Gruidae,Grus canadensis tabida,Greater sandhill crane,1.5
Aves,Gruiformes,Gruidae,Grus grus grus,Common (European) crane,1.5
Aves,Gruiformes,Gruidae,Grus grus grus,Common (European) crane,1.54
Aves,Gruiformes,Gruidae,Grus japonensis,Manchurian crane,1.43
Aves,Gruiformes,Gruidae,Grus leucogeranus,Siberian white crane,1.55
Aves,Gruiformes,Gruidae,Grus monacha,Hooded crane,1.48
Aves,Gruiformes,Gruidae,Grus nigricollis,Black-necked crane,1.6
Aves,Gruiformes,Gruidae,Grus rubicunda,Brolga crane,1.48
Aves,Gruiformes,Gruidae,Grus vipio,Japanese white-naped crane,1.52
Aves,Gruiformes,Gruidae,Grus vipio,Japanese white-naped crane,1.55
Aves,Gruiformes,Gruidae,Grus vipio,Japanese white-naped crane,1.63
Aves,Gruiformes,Otididae,Ardeotis kori,Kori bustard,1.42
Aves,Gruiformes,Rallidae,Gallinula chloropus,Moorhen,1.53
Aves,Gruiformes,Rallidae,Gallirallus philippensis,Buff-banded rail,1.59
Aves,Gruiformes,Rallidae,Rallus aquaticus,Water rail,1.25
Aves,Passeriformes,Acrocephalidae,Acrocephalus baeticatus,African reed warbler,1.33
Aves,Passeriformes,Acrocephalidae,Hippolais icterina,Icterine warbler,1.29
Aves,Passeriformes,Alaudidae,Calendulauda sabota,Sabota lark,1.25
Aves,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar waxwing,1.24
Aves,Passeriformes,Cardinalidae,Cardinalis cardinalis,Northern cardinal,1.37
Aves,Passeriformes,Cardinalidae,Cyanocompsa cyanoides,Blue-black grosbeak,1.34
Aves,Passeriformes,Cardinalidae,Passerina cyanea,Indigo bunting,1.3
Aves,Passeriformes,Cardinalidae,Pheucticus aureoventris,Black-backed grosbeak,1.5
Aves,Passeriformes,Cardinalidae,Pheucticus chrysogaster,Southern yellow grosbeak,1.45
Aves,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-breasted grosbeak,1.33
Aves,Passeriformes,Certhiidae,Certhia americana,Brown creeper,1.2
Aves,Passeriformes,Cinclidae,Cinclus leucocephalus,White-capped dipper,1.28
Aves,Passeriformes,Cisticolidae,Cisticola aridulus,Desert cisticola,1.24
Aves,Passeriformes,Cisticolidae,Cisticola chiniana,Rattling cisticola,1.23
Aves,Passeriformes,Cisticolidae,Cisticola fulvicapilla,Neddicky,1.15
Aves,Passeriformes,Cisticolidae,Cisticola juncidis,Zitting cisticola,1.16
Aves,Passeriformes,Cisticolidae,Cisticola subruficapilla,Grey-backed cisticola,1.12
Aves,Passeriformes,Cisticolidae,Cisticola textrix,Cloud cisticola,1.16
Aves,Passeriformes,Cisticolidae,Prinia flavicans,Black-chested prinia,1.27
Aves,Passeriformes,Cisticolidae,Prinia maculosa,Karoo prinia,1.04
Aves,Passeriformes,Conopophagidae,Conopophaga castaneiceps,Chestnut-crowned gnateater,1.45
Aves,Passeriformes,Corvidae,Aphelocoma coerulescens coerulescens,Florida scrub jay,1.56
Aves,Passeriformes,Corvidae,Corvus brachyrhynchos,American crow,1.25
Aves,Passeriformes,Corvidae,Corvus brachyrhynchos,American crow,1.27
Aves,Passeriformes,Corvidae,Corvus corax,Common raven,1.21
Aves,Passeriformes,Corvidae,Corvus corone,Carrion crow,1.23
Aves,Passeriformes,Corvidae,Corvus corone,Carrion crow,1.46
Aves,Passeriformes,Corvidae,Corvus monedula,Westerm jackdaw,1.25
Aves,Passeriformes,Corvidae,Cyanocitta cristata,Blue jay,1.32
Aves,Passeriformes,Corvidae,Cyanocitta cristata,Blue jay,1.32
Aves,Passeriformes,Corvidae,Cyanocitta cristata,Blue jay,1.43
Aves,Passeriformes,Corvidae,Garrulus glandarius,Eurasian jay,1.24
Aves,Passeriformes,Corvidae,Pica pica,Black-billed magpie,1.25
Aves,Passeriformes,Cotingidae,Ampelioides tschudii,Scaled fruiteater,1.62
Aves,Passeriformes,Cotingidae,Ampelion rubrocristatus,Red-crested cotinga,1.34
Aves,Passeriformes,Cotingidae,Lipaugus vociferans,Screaming piha,1.3
Aves,Passeriformes,Cotingidae,Pipreola frontalis,Scarlet-breasted fruiteater,1.37
Aves,Passeriformes,Cotingidae,Querula purpurata,Purple-throated fruitcrow,1.63
Aves,Passeriformes,Cotingidae,Snowornis cryptolophus,Olivaceous piha,1.42
Aves,Passeriformes,Cotingidae,Snowornis subalaris,Grey-tailed piha,1.27
Aves,Passeriformes,Dicruridae,Dicrurus adsimilis,Fork-tailed drongo,1.13
Aves,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper sparrow,1.32
Aves,Passeriformes,Emberizidae,Emberiza flaviventris,Golden-breasted bunting,1.38
Aves,Passeriformes,Emberizidae,Emberiza tahapisi,Cinnamon-breasted bunting,1.25
Aves,Passeriformes,Emberizidae,Melospiza georgiana,Swamp sparrow,1.49
Aves,Passeriformes,Emberizidae,Melospiza lincolnii,Lincolns sparrow,1.23
Aves,Passeriformes,Emberizidae,Melospiza melodia,Song sparrow,1.43
Aves,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah sparrow,1.26
Aves,Passeriformes,Emberizidae,Pipilo erythrophthalmus,Eastern towhee,1.37
Aves,Passeriformes,Emberizidae,Pipilo erythrophthalmus,Rufous-sided towhee,1.32
Aves,Passeriformes,Emberizidae,Pipilo erythrophthalmus,Rufous-sided towhee,1.55
Aves,Passeriformes,Emberizidae,Spizella passerina,Chipping sparrow,1.29
Aves,Passeriformes,Emberizidae,Spizella pusilla,Field sparrow,1.28
Aves,Passeriformes,Emberizidae,Zonotrichia albicollis,White-throated sparrow,1.33
Aves,Passeriformes,Emberizidae,Zonotrichia albicollis,White-throated sparrow,1.37
Aves,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-crowned sparrow,1.32
Aves,Passeriformes,Estrildidae,Amadina fasciata,Cut-throat weaver,1.04
Aves,Passeriformes,Estrildidae,Estrilda astrild,Common waxbill,1.2
Aves,Passeriformes,Estrildidae,Lagonosticta rhodopareia,Jameson's firefinch,1.62
Aves,Passeriformes,Estrildidae,Lagonosticta senegala,Red-billed firefinch,1.26
Aves,Passeriformes,Estrildidae,Lonchura striata,White-backed munia,1.42
Aves,Passeriformes,Estrildidae,Ortygospiza atricollis,Black-faced quailfinch,1.37
Aves,Passeriformes,Estrildidae,Pytilia melba,Green-winged pytilia,1.42
Aves,Passeriformes,Estrildidae,Quelea quelea,Red-billed quelea,1.25
Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Zebra finch,1.25
Aves,Passeriformes,Estrildidae,Uraeginthus angolensis,Blue waxbill,1.27
Aves,Passeriformes,Estrildidae,Uraeginthus granatinus,Violet-eared waxbill,1.28
Aves,Passeriformes,Eurylaimidae,Calyptomena viridis,Green broadbill,1.31
Aves,Passeriformes,Formicariidae,Chamaeza campanisona,Short-tailed antthrush,1.28
Aves,Passeriformes,Fringillidae,Carduelis tristis,American goldfinch,1.32
Aves,Passeriformes,Fringillidae,Carpodacus purpureus,Purple finch,1.4
Aves,Passeriformes,Fringillidae,Euphonia laniirostris,Thick-billed euphonia,1.25
Aves,Passeriformes,Fringillidae,Fringilla coelebs,Chaffinch,1.12
Aves,Passeriformes,Fringillidae,Leucosticte tephrocotis,Gray-crowned rosy finch,1.31
Aves,Passeriformes,Fringillidae,Serinus atrogularis,Black-throated canary,1.5
Aves,Passeriformes,Fringillidae,Serinus canaria,Island canary,1.48
Aves,Passeriformes,Fringillidae,Serinus canaria,Island canary,1.54
Aves,Passeriformes,Fringillidae,Serinus canaria,Island canary,1.58
Aves,Passeriformes,Fringillidae,Serinus canaria,Island canary,1.62
Aves,Passeriformes,Fringillidae,Serinus flaviventris,Yellow canary,1.23
Aves,Passeriformes,Fringillidae,Sporagra uropygialis,Yellow-rumped siskin,1.39
Aves,Passeriformes,Furnariidae,Ancistrops strigilatus,Chestnut-winged hookbill,1.43
Aves,Passeriformes,Furnariidae,Asthenes dorbignyi,Rusty-vented canastero,1.3
Aves,Passeriformes,Furnariidae,Asthenes humilis,Streak-throated canastero,1.31
Aves,Passeriformes,Furnariidae,Asthenes ottonis,Rusty-fronted canastero,1.31
Aves,Passeriformes,Furnariidae,Asthenes virgata,Junin canastero,1.44
Aves,Passeriformes,Furnariidae,Automolus rubiginosus,Ruddy foliage-gleaner,1.36
Aves,Passeriformes,Furnariidae,Campylorhamphus trochilirostris,Red-billed scythebill,1.2
Aves,Passeriformes,Furnariidae,Cinclodes albidiventris,Chestnut-winged cinclodes,1.37
Aves,Passeriformes,Furnariidae,Cranioleuca albicapilla,Creamy-crested spinetail,1.26
Aves,Passeriformes,Furnariidae,Cranioleuca antisiensis,Line-cheeked spinetail,1.34
Aves,Passeriformes,Furnariidae,Cranioleuca marcapatae,Marcapata spinetail,1.28
Aves,Passeriformes,Furnariidae,Deconychura longicauda,Long-tailed woodcreeper,1.26
Aves,Passeriformes,Furnariidae,Dendrocincla fuliginosa,Plain-brown woodcreeper,1.31
Aves,Passeriformes,Furnariidae,Dendrocincla merula,White-chinned woodcreeper,1.16
Aves,Passeriformes,Furnariidae,Dendrocolaptes picumnus,Black-banded woodcreeper,1.15
Aves,Passeriformes,Furnariidae,Geositta maritima,Greyish miner,1.29
Aves,Passeriformes,Furnariidae,Glyphorynchus spirurus,Wedge-billed woodcreeper,1.14
Aves,Passeriformes,Furnariidae,Lepidocolaptes souleyetii,Streak-headed woodcreeper,1.26
Aves,Passeriformes,Furnariidae,Leptasthenura striata,Streak-backed tit-spinetail,1.26
Aves,Passeriformes,Furnariidae,Leptasthenura xenothorax,White-browed tit-spinetail,1.3
Aves,Passeriformes,Furnariidae,Philydor erythrocercum,Rufous-rumped foliage-gleaner,1.21
Aves,Passeriformes,Furnariidae,Sclerurus caudacutus,Black-tailed leaftosser,1.35
Aves,Passeriformes,Furnariidae,Sclerurus mexicanus,Tawny-throated leaftosser,1.27
Aves,Passeriformes,Furnariidae,Synallaxis gujanensis,Plain-crowned spinetail,1.35
Aves,Passeriformes,Furnariidae,Synallaxis rutilans,Ruddy spinetail,1.42
Aves,Passeriformes,Furnariidae,Synallaxis stictothorax,Necklaced spinetail,1.31
Aves,Passeriformes,Furnariidae,Syndactyla rufosuperciliata,Buff-browed foliage-gleaner,1.29
Aves,Passeriformes,Furnariidae,Syndactyla subularis,Lineated foliage-gleaner,1.17
Aves,Passeriformes,Furnariidae,Upucerthia albigula,White-throated earthcreeper,1.28
Aves,Passeriformes,Furnariidae,Xiphorhynchus ocellatus,Ocellated woodcreeper,1.38
Aves,Passeriformes,Genus Incertae Sedis,Piranga olivacea,Scarlet tanager,1.27
Aves,Passeriformes,Grallariidae,Grallaria andicolus,Stripe-headed antpitta,1.28
Aves,Passeriformes,Grallariidae,Grallaria ruficapilla,Chestnut-crowned antpitta,1.39
Aves,Passeriformes,Grallariidae,Grallaria squamigera,Undulated antpitta,1.43
Aves,Passeriformes,Hirundinidae,Cecropis cucullata,Greater striped swallow,1.42
Aves,Passeriformes,Hirundinidae,Cecropis semirufa,Red-breasted swallow,1.36
Aves,Passeriformes,Hirundinidae,Hirundo dimidiata,Pearl-breasted swallow,1.41
Aves,Passeriformes,Hirundinidae,Hirundo rupestris,Crag martin,1.25
Aves,Passeriformes,Hirundinidae,Hirundo rustica,Barn swallow,1.31
Aves,Passeriformes,Hirundinidae,Progne subis,Purple martin,1.46
Aves,Passeriformes,Hirundinidae,Pygochelidon cyanoleuca,Blue-and-white swallow,1.45
Aves,Passeriformes,Hirundinidae,Riparia riparia,Bank swallow,1.45
Aves,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern rough-winged swallow,1.36
Aves,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree swallow,1.35
Aves,Passeriformes,Icteridae,Agelaius phoeniceus,Red-winged blackbird,1.3
Aves,Passeriformes,Icteridae,Agelaius phoeniceus,Red-winged blackbird,1.33
Aves,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,1.32
Aves,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's blackbird,1.46
Aves,Passeriformes,Icteridae,Icterus galbula,Baltimore oriole,1.23
Aves,Passeriformes,Icteridae,Icterus graceannae,White-edged oriole,1.3
Aves,Passeriformes,Icteridae,Icterus spurius,Orchard oriole,1.27
Aves,Passeriformes,Icteridae,Molothrus ater,Brown-headed cowbird,1.41
Aves,Passeriformes,Icteridae,Molothrus bonariensis,Shiny cowbird,1.51
Aves,Passeriformes,Icteridae,Passerina amoena,Lazuli bunting,1.39
Aves,Passeriformes,Icteridae,Psarocolius angustifrons,Russet-backed oropendola,1.35
Aves,Passeriformes,Icteridae,Quiscalus quiscula,Common grackle,1.32
Aves,Passeriformes,Icteridae,Sturnella bellicosa,Peruvian meadowlark,1.45
Aves,Passeriformes,Icteridae,Sturnella magna,Eastern meadowlarck,1.48
