Family,Genus,Species,Subspecies,Cvalue,Source
Fabaceae,Lotus,dumetorum,,0.61,"Suda et al.,2003"
Fabaceae,Medicago,arabica,,0.61,"Fyad-Lameche et al.,2016"
Fabaceae,Lotus,campylocladus,,0.62,"Suda et al.,2003"
Fabaceae,Lotus,glaucus,,0.62,"Suda et al.,2005"
Fabaceae,Ononis,adenotricha,,0.62,"Bou Dagher-Kharrat et al.,2013"
Fabaceae,Trifolium,hybridum,,0.62,"Vižintin et al.,2006"
Fabaceae,Phaseolus,pachyrrhizoides,,0.6,"Kenton and Owens,1988"
Fabaceae,Lonchocarpus,balsensis,,0.6,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,torresiorum,,0.6,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,agyrotrichus,,0.6,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,andrieuxii,,0.6,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,eriophyllus,,0.6,"Palomino and Sousa,2000"
Fabaceae,Lupinus,pilosus,,0.6,"Obermayer et al.,1999"
Fabaceae,Phaseolus,leptostachys,var. leptostachys Benth.,0.63,"Nagl and Treviranus,1995"
Fabaceae,Bauhinia,tomentosa,,0.63,"Ohri,2002"
Fabaceae,Acacia,pyrifolia,,0.63,"Gallagher et al.,2011"
Fabaceae,Acacia,victoriae,,0.63,"Gallagher et al.,2011"
Fabaceae,Bauhinia,hookeri,,0.63,"Ohri,2002"
Fabaceae,Lupinus,arizonicus,,0.64,"Naganowska et al.,2006"
Fabaceae,Acacia,jibberdingensis,,0.64,"Gallagher et al.,2011"
Fabaceae,Acacia,cyclops,,0.64,"Gallagher et al.,2011"
Fabaceae,Acacia,salicina,,0.64,"Gallagher et al.,2011"
Fabaceae,Acacia,ampliceps,,0.65,"Gallagher et al.,2011"
Fabaceae,Chamaecrista,fasciculata,,0.65,"Sonnier,2016"
Fabaceae,Colutea,arborescens,,0.7,"Olszewska and Osiecka,1984"
Fabaceae,Cassia,absus,,0.7,"Ohri et al.,1986"
Fabaceae,Phaseolus,macrolepis,,0.7,"Kenton and Owens,1988"
Fabaceae,Phaseolus,maculatus,,0.7,"Kenton and Owens,1988"
Fabaceae,Tephrosia,strigosa,,0.7,"Raina et al.,1986"
Fabaceae,Lonchocarpus,macrocarpus,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,acuminatus,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,morenoi,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,hintonii,,0.7,"Palomino and Sousa,2000"
Fabaceae,Leucaena,esculenta,subsp. esculenta,0.6,"Palomino et al.,1995"
Fabaceae,Phaseolus,parviflorus,,0.65,"Nagl and Treviranus,1995"
Fabaceae,Acacia,mangium,,0.65,"Blakesley et al.,2002"
Fabaceae,Ceratonia,siliqua,,0.65,"Ouarda et al.,2008"
Fabaceae,Acacia,rupicola,,0.65,"Gallagher et al.,2011"
Fabaceae,Bauhinia,galpinii,,0.66,"Ohri et al.,2004"
Fabaceae,Trifolium,michelianum,,0.65,"Vižintin et al.,2006"
Fabaceae,Acacia,tetragonophylla,,0.66,"Gallagher et al.,2011"
Fabaceae,Phaseolus,angustissimus,,0.66,"Nagl and Treviranus,1995"
Fabaceae,Desmodium,illinoense,,0.66,"Bai et al.,2012"
Fabaceae,Trifolium,incarnatum,,0.67,"Vižintin et al.,2006"
Fabaceae,Sophora,japonica,,0.67,"Barow & Meister,2003"
Fabaceae,Acacia,iteaphylla,,0.67,"Gallagher et al.,2011"
Fabaceae,Anthyllis,montana,subsp. jacquini (Kerner) Hayek,0.67,"Siljak-Yakovlev et al.,2010"
Fabaceae,Cassia,occidentalis,,0.7,"Ohri et al.,1986"
Fabaceae,Cassia,tora,,0.7,"Ohri et al.,1986"
Fabaceae,Phaseolus,coccineus,,0.7,"Kenton and Owens,1988"
Fabaceae,Phaseolus,hintonii,sp. nov. ined.,0.7,"Kenton and Owens,1988"
Fabaceae,Phaseolus,jaliscanus,,0.7,"Kenton and Owens,1988"
Fabaceae,Phaseolus,xolocotzii,sp. nov. ined.,0.7,"Kenton and Owens,1988"
Fabaceae,Lonchocarpus,schubertiae,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,epigaeus,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,caudatus,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,lanceolatus,,0.7,"Palomino and Sousa,2000"
Fabaceae,Mimosa,invisa,,0.7,"Bennett et al.,1998"
Fabaceae,Acacia,cambagei,,0.68,"Gallagher et al.,2011"
Fabaceae,Acacia,alata,,0.68,"Gallagher et al.,2011"
Fabaceae,Trifolium,vesiculosum,,0.68,"Vižintin et al.,2006"
Fabaceae,Adenanthera,pavonina,,0.68,"Ohri,2002"
Fabaceae,Acacia,lasiocalyx,,0.68,"Gallagher et al.,2011"
Fabaceae,Acacia,rigens,,0.68,"Gallagher et al.,2011"
Fabaceae,Acacia,senegal,,0.68,"Odee et al.,2015"
Fabaceae,Lupinus,digitatus,,0.69,"Naganowska et al.,2003"
Fabaceae,Trifolium,hirtum,,0.68,"Vižintin et al.,2006"
Fabaceae,Acacia,auriculiformis,,0.69,"Gallagher et al.,2011"
Fabaceae,Lupinus,bandelierae,,0.69,"Naganowska et al.,2006"
Fabaceae,Acacia,stenophylla,,0.69,"Gallagher et al.,2011"
Fabaceae,Adenanthera,microsperma,,0.7,"Ohri,2002"
Fabaceae,Lupinus,palaestinus,,0.7,"Naganowska et al.,2003"
Fabaceae,Lupinus,arbustus,,0.7,"Naganowska et al.,2006"
Fabaceae,Lupinus,argenteus,var. rubricaulis (Greene) S.L.Welsh,0.7,"Naganowska et al.,2006"
Fabaceae,Astragalus,cruciatus,,0.7,"Baziz et al.,2014"
Fabaceae,Acacia,catechu,,0.7,"Ohri,1996"
Fabaceae,Cassia,fistula,,0.7,"Ohri et al.,1986"
Fabaceae,Cassia,siamea,,0.7,"Ohri et al.,1986"
Fabaceae,Phaseolus,lunatus,,0.7,"Kenton and Owens,1988"
Fabaceae,Phaseolus,neglectus,,0.7,"Kenton and Owens,1988"
Fabaceae,Trigonella,stellata,,0.7,"Bidak and Brandham,1995"
Fabaceae,Acacia,mearnsii,,0.7,"Bukhari,1997"
Fabaceae,Lonchocarpus,longipedunculatus,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,salvadorensis,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,sanctuari,,0.7,"Palomino and Sousa,2000"
Fabaceae,Lonchocarpus,huetamoensis,subsp. huetamoensis,0.7,"Palomino and Sousa,2000"
Fabaceae,Leucaena,cuspidata,,0.7,"Hartman et al.,2000"
Fabaceae,Leucaena,pulverulenta,,0.7,"Hartman et al.,2000"
Fabaceae,Acacia,tortilis,subsp. raddiana (Savi) Brenan,0.7,"Ouarda et al.,2009"
Fabaceae,Leucaena,shannonii,,0.71,"Hartman et al.,2000"
Fabaceae,Lupinus,garfieldensis,,0.71,"Naganowska et al.,2006"
Fabaceae,Lupinus,cosentinii,,0.71,"Naganowska et al.,2003"
Fabaceae,Lupinus,leucophyllus,,0.71,"Naganowska et al.,2006"
Fabaceae,Lupinus,linearis,,0.71,"Naganowska et al.,2006"
Fabaceae,Acacia,leptoneura,,0.71,"Gallagher et al.,2011"
Fabaceae,Lotus,wrightii,,0.71,"Tanaka et al.,2016"
Fabaceae,Bauhinia,monandra,,0.72,"Ohri et al.,2004"
Fabaceae,Pultenaea,daphnoides,,0.72,"Morgan & Westoby,2005"
Fabaceae,Acacia,merrallii,,0.72,"Gallagher et al.,2011"
Fabaceae,Lupinus,sericeus,,0.72,"Naganowska et al.,2006"
Fabaceae,Cassia,auriculata,,0.7,"Ohri et al.,1986"
Fabaceae,Cassia,australis,,0.7,"Ohri et al.,1986"
Fabaceae,Cassia,biflora,,0.7,"Ohri et al.,1986"
Fabaceae,Cassia,glauca,,0.7,"Ohri et al.,1986"
Fabaceae,Parkinsonia,aculeata,,0.7,"Ohri,1996"
Fabaceae,Phaseolus,marechalii,,0.7,"Kenton and Owens,1988"
Fabaceae,Phaseolus,pauciflorus,,0.7,"Kenton and Owens,1988"
Fabaceae,Phaseolus,polyanthus,,0.7,"Kenton and Owens,1988"
Fabaceae,Lonchocarpus,xuul,,0.7,"Palomino and Sousa,2000"
Fabaceae,Leucaena,lanceolata,subsp. lanceolata,0.7,"Palomino et al.,1995"
Fabaceae,Acacia,constricta,,0.73,"Sliwinska et al.,2009"
Fabaceae,Astragalus,angustifolius,subsp. biokovoënsis Kusan,0.73,"Siljak-Yakovlev et al.,2010"
Fabaceae,Trifolium,dubium,,0.73,"Vižintin et al.,2006"
Fabaceae,Acacia,microcarpa,,0.73,"Gallagher et al.,2011"
Fabaceae,Lupinus,albifrons,,0.74,"Naganowska et al.,2006"
Fabaceae,Acacia,glaucescens,,0.74,"Gallagher et al.,2011"
Fabaceae,Robinia,pseudoacacia,,0.74,"Pustahija et al.,2013"
Fabaceae,Acacia,imbricata,,0.75,"Gallagher et al.,2011"
Fabaceae,Lotus,palustris,,0.8,"Borsos,1973"
Fabaceae,Phaseolus,acutifolius,,0.8,"Kenton and Owens,1988"
Fabaceae,Trifolium,tembense,,0.8,"Kenton and Owens,1988"
Fabaceae,Leucaena,diversifolia,subsp. stenocarpa (Urb.) Zárate,0.8,"Palomino et al.,1995"
Fabaceae,Acacia,stricta,,0.75,"Gallagher et al.,2011"
Fabaceae,Acacia,macradenia,,0.75,"Gallagher et al.,2011"
Fabaceae,Acacia,myrtifolia,,0.75,"Gallagher et al.,2011"
Fabaceae,Acacia,subulata,,0.75,"Gallagher et al.,2011"
Fabaceae,Dalea,purpurea,,0.75,"Bai et al.,2012"
Fabaceae,Acacia,crassicarpa,,0.76,"Gallagher et al.,2011"
Fabaceae,Acacia,colletioides,,0.77,"Morgan & Westoby,2005"
Fabaceae,Acacia,hemiteles,,0.77,"Gallagher et al.,2011"
Fabaceae,Acacia,quornensis,,0.77,"Gallagher et al.,2011"
Fabaceae,Lupinus,bracteolaris,,0.78,"Naganowska et al.,2006"
Fabaceae,Astragalus,pseudotrigonus,,0.78,"Baziz et al.,2014"
Fabaceae,Leucaena,retusa,,0.78,"Hartman et al.,2000"
Fabaceae,Leucaena,trichandra,,0.78,"Hartman et al.,2000"
Fabaceae,Trifolium,alpestre,,0.78,"Siljak-Yakovlev et al.,2010"
Fabaceae,Acacia,lineata,,0.78,"Gallagher et al.,2011"
Fabaceae,Medicago,ciliaris,,0.78,"Fyad-Lameche et al.,2016"
Fabaceae,Acacia,acinacea,,0.79,"Gallagher et al.,2011"
Fabaceae,Leucaena,pallida,,0.79,"Hartman et al.,2000"
Fabaceae,Acacia,extensa,,0.79,"Gallagher et al.,2011"
Fabaceae,Peltophorum,pterocarpum,,0.79,"Ohri,2002"
Fabaceae,Acacia,melanoxylon,,0.8,"Coulaud et al.,1995"
Fabaceae,Acacia,ramulosa,,0.8,"Gallagher et al.,2011"
Fabaceae,Laburnum,anagyroides,,0.8,"Olszewska and Osiecka,1984"
Fabaceae,Psophocarpus,tetragonolobus,,0.8,"Bennett and Smith,1976"
Fabaceae,Acacia,implexa,,0.8,"Bukhari,1997"
Fabaceae,Acacia,heterophylla,cv. Ravenshoe,0.8,"Marie & Brown,1993"
Fabaceae,Lupinus,atlanticus,,0.81,"Naganowska et al.,2003"
Fabaceae,Acacia,irrorata,,0.81,"Gallagher et al.,2011"
Fabaceae,Acacia,argyrophylla,,0.81,"Gallagher et al.,2011"
Fabaceae,Acacia,doratoxylon,,0.81,"Morgan & Westoby,2005"
Fabaceae,Acacia,wilhelmiana,,0.81,"Morgan & Westoby,2005"
Fabaceae,Acacia,viscidula,,0.81,"Gallagher et al.,2011"
Fabaceae,Coronilla,varia,,0.81,"Pustahija et al.,2013"
Fabaceae,Lotus,gebelia,var. libanoticus Boiss.,0.81,"Bou Dagher-Kharrat et al.,2013"
Fabaceae,Lotus,subbiflorus,,0.81,"Tanaka et al.,2016"
Fabaceae,Acacia,calamifolia,,0.82,"Gallagher et al.,2011"
Fabaceae,Acacia,schinoides,,0.82,"Gallagher et al.,2011"
Fabaceae,Cajanus,mollis,,0.82,"Ohri and Singh,2002"
Fabaceae,Acacia,decora,,0.82,"Gallagher et al.,2011"
Fabaceae,Lotus,corniculatus,subsp. corniculatus,0.82,"Loureiro et al.,2013"
Fabaceae,Acacia,sophorae,,0.8,"Bukhari,1997"
Fabaceae,Acacia,longissima,,0.83,"Gallagher et al.,2011"
Fabaceae,Acacia,pycnantha,,0.83,"Gallagher et al.,2011"
Fabaceae,Astragalus,onobrychis,,0.83,"Pustahija et al.,2013"
Fabaceae,Astragalus,glycyphyllos,,0.83,"Vidic et al.,2009"
Fabaceae,Lupinus,variicolor,,0.84,"Naganowska et al.,2006"
Fabaceae,Tamarindus,indica,,0.84,"Ohri,2002"
Fabaceae,Astragalus,trifoliolatus,,0.84,"Samad et al.,2014"
Fabaceae,Lupinus,lepidus,,0.85,"Naganowska et al.,2006"
Fabaceae,Adenocarpus,viscosus,subsp. spartioides Rivas-Mart. & Belmonte,0.85,"Suda et al.,2005"
Fabaceae,Acacia,howittii,,0.85,"Gallagher et al.,2011"
Fabaceae,Caesalpinia,coriaria,,0.9,"Ohri,1996"
Fabaceae,Cytisus,purpureus,,0.9,"Olszewska and Osiecka,1984"
Fabaceae,Cytisus,scoparius,,0.9,"Mowforth and Grime,1989"
Fabaceae,Acacia,nubica,,0.9,"Bukhari,1997"
Fabaceae,Prosopis,chilensis,,0.9,"Bukhari,1997"
Fabaceae,Lupinus,polyphyllus,,0.85,"Naganowska et al.,2006"
Fabaceae,Amorpha,canescens,,0.85,"Bai et al.,2012"
Fabaceae,Cytisopsis,dorycniifolia,,0.85,"Bou Dagher-Kharrat et al.,2013"
Fabaceae,Acacia,brachybotrya,,0.86,"Gallagher et al.,2011"
Fabaceae,Acacia,ixiophylla,,0.86,"Gallagher et al.,2011"
Fabaceae,Acacia,suaveolens,,0.86,"Gallagher et al.,2011"
Fabaceae,Acacia,terminalis,,0.86,"Gallagher et al.,2011"
Fabaceae,Genista,januensis,,0.86,"Pustahija et al.,2013"
Fabaceae,Astragalus,dictyocarpus,,0.86,"Samad et al.,2014"
Fabaceae,Medicago,quasifalcata,,0.86,"Marie & Brown,1993"
Fabaceae,Acacia,smallii,,0.86,"Sliwinska et al.,2009"
Fabaceae,Medicago,sativa,subsp. quasifalcata,0.86,"Blondon et al.,1994"
Fabaceae,Acacia,decurrens,,0.86,"Gallagher et al.,2011"
Fabaceae,Acacia,kempeana,,0.86,"Gallagher et al.,2011"
Fabaceae,Lupinus,guaraniticus,,0.87,"Naganowska et al.,2006"
Fabaceae,Acacia,baileyana,,0.87,"Gallagher et al.,2011"
Fabaceae,Acacia,retinodes,,0.87,"Gallagher et al.,2011"
Fabaceae,Acacia,pendula,,0.87,"Gallagher et al.,2011"
Fabaceae,Acacia,pruinosa,,0.87,"Gallagher et al.,2011"
Fabaceae,Acacia,dealbata,,0.87,"Blakesley et al.,2002"
Fabaceae,Lupinus,latifolius,,0.87,"Naganowska et al.,2006"
Fabaceae,Acacia,podalyriifolia,,0.87,"Gallagher et al.,2011"
Fabaceae,Cajanus,cajan,,0.9,"Bennett and Smith,1976"
Fabaceae,Medicago,lupulina,,0.9,"Mowforth and Grime,1989"
Fabaceae,Acacia,elata,,0.88,"Gallagher et al.,2011"
Fabaceae,Acacia,subporosa,,0.88,"Gallagher et al.,2011"
Fabaceae,Lupinus,rivularis,,0.88,"Naganowska et al.,2006"
Fabaceae,Acacia,beckleri,,0.88,"Gallagher et al.,2011"
Fabaceae,Acacia,montana,,0.88,"Gallagher et al.,2011"
Fabaceae,Acacia,cognata,,0.89,"Gallagher et al.,2011"
Fabaceae,Acacia,paradoxa,,0.89,"Gallagher et al.,2011"
Fabaceae,Erophaca,baetica,,0.89,"Samad et al.,2014"
Fabaceae,Lotus,halophilus,,0.89,"Tanaka et al.,2016"
Fabaceae,Adenocarpus,foliolosus,,0.9,"Suda et al.,2005"
Fabaceae,Acacia,undulifolia,,0.9,"Gallagher et al.,2011"
Fabaceae,Lupinus,arboreus,,0.9,"Bennett and Smith,1976"
Fabaceae,Phaseolus,glabellus,,0.9,"Kenton and Owens,1988"
Fabaceae,Vigna,subterranea,,0.9,"Lakhanpaul and Babu,1991"
Fabaceae,Medicago,coerulea,,0.9,"Marie & Brown,1993"
Fabaceae,Lupinus,semperflorens,,0.9,"Naganowska et al.,2006"
Fabaceae,Retama,sphaerocarpa,var. atlantica,0.9,"Benmiloud-Mahieddine et al.,2011"
Fabaceae,Acacia,cardiophylla,,0.9,"Gallagher et al.,2011"
Fabaceae,Acacia,saliciformis,,0.9,"Gallagher et al.,2011"
Fabaceae,Lupinus,perennis,,0.9,"Bai et al.,2012"
Fabaceae,Medicago,falcata,,0.9,"Münzbergová,2009"
Fabaceae,Medicago,laciniata,,0.9,"Fyad-Lameche et al.,2016"
Fabaceae,Leucaena,greggii,,0.91,"Hartman et al.,2000"
Fabaceae,Leucaena,salvadorensis,,0.91,"Hartman et al.,2000"
Fabaceae,Lupinus,lanatus,,0.91,"Naganowska et al.,2006"
Fabaceae,Acacia,jonesii,,0.91,"Gallagher et al.,2011"
Fabaceae,Acacia,verticillata,,0.91,"Gallagher et al.,2011"
Fabaceae,Acacia,leiophylla,,0.91,"Gallagher et al.,2011"
Fabaceae,Acacia,oswaldii,,0.92,"Morgan & Westoby,2005"
Fabaceae,Acacia,silvestris,,0.92,"Gallagher et al.,2011"
Fabaceae,Quercus,ellipsoidalis,,0.92,"Sonnier,2016"
Fabaceae,Cicer,judaicum,,0.9,"Ohri and Pal,1991"
Fabaceae,Lupinus,angustifolius,cv. Kubesa,0.9,"Barlow,1981"
Fabaceae,Acacia,acuminata,,0.93,"Gallagher et al.,2011"
Fabaceae,Lupinus,cryptanthus,,0.93,"Naganowska et al.,2003"
Fabaceae,Lupinus,multiflorus,,0.93,"Naganowska et al.,2006"
Fabaceae,Lupinus,magnistipulatus,,0.94,"Naganowska et al.,2006"
Fabaceae,Phyllota,phylicoides,,0.94,"Morgan & Westoby,2005"
Fabaceae,Acacia,deanei,,0.94,"Gallagher et al.,2011"
Fabaceae,Lupinus,linifolius,,0.94,"Naganowska et al.,2003"
Fabaceae,Acacia,flexifolia,,0.94,"Gallagher et al.,2011"
Fabaceae,Acacia,aspera,,0.94,"Gallagher et al.,2011"
Fabaceae,Cassia,artemisioides,,0.95,"Sliwinska et al.,2009"
Fabaceae,Acacia,rubida,,0.95,"Gallagher et al.,2011"
Fabaceae,Acacia,vestita,,0.95,"Gallagher et al.,2011"
Fabaceae,Retama,monosperma,subsp. bovei var. oranensis,0.95,"Benmiloud-Mahieddine et al.,2011"
Fabaceae,Quercus,bicolor,,0.95,"Sonnier,2016"
Fabaceae,Cicer,arietinum,,1,"Bennett and Smith,1976"
Fabaceae,Crotalaria,grahamiana,,1,"Gupta,1976"
Fabaceae,Gleditsia,ferox,,1,"Ohri and Kumar,1986"
Fabaceae,Glycine,canescens,,1,"Hammatt et al.,1991"
Fabaceae,Phaseolus,pluriflorus,,0.9,"Kenton and Owens,1988"
Fabaceae,Trifolium,bilineatum,,1,"Kenton and Owens,1988"
Fabaceae,Trifolium,quartinianum,,1,"Kenton and Owens,1988"
Fabaceae,Trifolium,steudneri,,1,"Kenton and Owens,1988"
Fabaceae,Trifolium,uniflorum,,1,"Kenton and Owens,1988"
Fabaceae,Acacia,raddiana,,1,"Bukhari,1997"
Fabaceae,Phaseolus,grayanus,,0.95,"Nagl and Treviranus,1995"
Fabaceae,Lupinus,mutabilis,,0.95,"Naganowska et al.,2003"
Fabaceae,Retama,raetam,var. rigidula,0.95,"Benmiloud-Mahieddine et al.,2011"
Fabaceae,Acacia,caesiella,,0.95,"Gallagher et al.,2011"
Fabaceae,Acacia,uncinata,,0.95,"Gallagher et al.,2011"
Fabaceae,Astragalus,canadense,,0.95,"Bai et al.,2012"
Fabaceae,Astragalus,hispidus,,0.95,"Samad et al.,2014"
Fabaceae,Lupinus,reitzii,,0.96,"Naganowska et al.,2006"
Fabaceae,Acacia,floribunda,,0.96,"Morgan & Westoby,2005"
Fabaceae,Cytisus,striatus,,0.97,"Horjales et al.,2003"
Fabaceae,Acacia,genistifolia,,0.97,"Gallagher et al.,2011"
Fabaceae,Crotalaria,retusa,,1,"Gupta,1976"
Fabaceae,Crotalaria,sericea,,1,"Gupta,1976"
Fabaceae,Genista,radiata,,0.98,"Siljak-Yakovlev et al.,2010"
Fabaceae,Olneya,tesota,,0.98,"Sliwinska et al.,2009"
Fabaceae,Acacia,lanigera,,0.98,"Gallagher et al.,2011"
Fabaceae,Acacia,neriifolia,,0.98,"Gallagher et al.,2011"
Fabaceae,Acacia,prominens,,0.98,"Gallagher et al.,2011"
Fabaceae,Astragalus,trichopterus,,0.99,"Samad et al.,2014"
Fabaceae,Petteria,ramentacea,,1,"Siljak-Yakovlev et al.,2010"
Fabaceae,Acacia,mucronata,,1,"Gallagher et al.,2011"
Fabaceae,Crotalaria,intermedia,,1,"Gupta,1976"
Fabaceae,Glycine,microphylla,,1,"Hammatt et al.,1991"
Fabaceae,Glycine,tabacina,,1,"Hammatt et al.,1991"
Fabaceae,Lupinus,luteus,,1,"Bennett and Smith,1976"
Fabaceae,Vigna,glabrescens,,1,"Parida et al.,1990"
Fabaceae,Cassia,obtusifolia,,1,"Bennett et al.,1998"
Fabaceae,Lupinus,mexicanus,,1,"Naganowska et al.,2006"
Fabaceae,Acacia,elongata,,1,"Gallagher et al.,2011"
Fabaceae,Acacia,penninervis,,1,"Gallagher et al.,2011"
Fabaceae,Astragalus,gummifer,,1,"Samad et al.,2014"
Fabaceae,Acacia,spectabilis,,1.01,"Gallagher et al.,2011"
Fabaceae,Astragalus,pinetorum,,1.01,"Samad et al.,2014"
Fabaceae,Erythrina,stricta,,1.01,"Ohri et al.,2004"
Fabaceae,Lespedeza,capitata,,1.02,"Bai et al.,2012"
Fabaceae,Teline,stenopetala,subsp. tenopetala,1.02,"Suda et al.,2005"
Fabaceae,Acacia,pulchella,,1.02,"Gallagher et al.,2011"
Fabaceae,Dorycnium,herbaceum,,1.02,"Pustahija et al.,2013"
Fabaceae,Tephrosia,leptostachya,,1,"Raina et al.,1986"
Fabaceae,Trifolium,polymorphum,,1.03,"Vižintin et al.,2006"
Fabaceae,Teline,osyroides,subsp. osyroides,1.03,"Suda et al.,2005"
Fabaceae,Dorycnium,pentaphyllum,subsp. germanicum (Gremli) Rikli,1.03,"Pustahija et al.,2013"
Fabaceae,Genista,pilosa,,1.04,"Siljak-Yakovlev et al.,2010"
Fabaceae,Acacia,hakeoides,,1.04,"Gallagher et al.,2011"
Fabaceae,Genista,sericea,var. rigida Pampanini,1.04,"Vizintin et al.,2012"
Fabaceae,Crotalaria,brownei,,1.1,"Gupta,1976"
Fabaceae,Gleditsia,sinensis,,1,"Ohri and Kumar,1986"
Fabaceae,Vigna,minima,,1,"Lakhanpaul and Babu,1991"
Fabaceae,Lupinus,hispanicus,"subsp. hispanicus ""Badajoz-2""",1.1,"Obermayer et al.,1999"
Fabaceae,Astragalus,illyricus,,1.06,"Vallès et al.,2014"
Fabaceae,Trifolium,repens,,1.06,"Pustahija et al.,2013"
Fabaceae,Astragalus,angulosus,,1.06,"Samad et al.,2014"
Fabaceae,Astragalus,cephalotes,,1.06,"Samad et al.,2014"
Fabaceae,Genista,ovata,,1.07,"Siljak-Yakovlev et al.,2010"
Fabaceae,Acacia,longifolia,,1.07,"Gallagher et al.,2011"
Fabaceae,Acacia,difformis,,1.07,"Gallagher et al.,2011"
Fabaceae,Acacia,pravissima,,1.07,"Gallagher et al.,2011"
Fabaceae,Glycine,latifolia,,1.1,"Hammatt et al.,1991"
Fabaceae,Acacia,seyal,var. fistula,1.1,"Bukhari,1997"
Fabaceae,Astragalus,drusorum,,1.08,"Samad et al.,2014"
Fabaceae,Astragalus,ehrenbergii,,1.08,"Samad et al.,2014"
Fabaceae,Astragalus,coluteoides,,1.09,"Samad et al.,2014"
Fabaceae,Crotalaria,saltiana,,1.1,"Gupta,1976"
Fabaceae,Lotus,edulis,,1.1,"Borsos,1973"
Fabaceae,Pueraria,lobata,,1.1,"Price,1999"
Fabaceae,Acacia,nilotica,var. adstringens,1.1,"Bukhari,1997"
Fabaceae,Acacia,tortilis,subsp. raddiana,1.1,"Bukhari,1997"
Fabaceae,Spartocytisus,supranubius,,1.12,"Suda et al.,2005"
Fabaceae,Erythrina,vespertilio,,1.12,"Ohri et al.,2004"
Fabaceae,Dorycnium,eriophtalmum,,1.12,"Suda et al.,2003"
Fabaceae,Crotalaria,lanceolata,,1.1,"Gupta,1976"
Fabaceae,Glycine,tomentella,,1.1,"Hammatt et al.,1991"
Fabaceae,Lotus,arenarius,,1.1,"Borsos,1973"
Fabaceae,Vigna,aconitifolia,,1.1,"Lakhanpaul and Babu,1991"
Fabaceae,Vigna,dalzelliana,,1.1,"Lakhanpaul and Babu,1991"
Fabaceae,Erythrina,fusca,,1.13,"Ohri et al.,2004"
Fabaceae,Cytisus,heuffelii,,1.13,"Siljak-Yakovlev et al.,2010"
Fabaceae,Glycine,max,,1.13,"Greilhuber and Obermayer,1997"
Fabaceae,Teline,pallida,subsp. pallida,1.14,"Suda et al.,2005"
Fabaceae,Leucaena,involucrata,,1.15,"Hartman et al.,2000"
Fabaceae,Astragalus,vesicarius,subsp. carniolicus (A.Kerner) Chater,1.15,"Siljak-Yakovlev et al.,2010"
Fabaceae,Albizzia,amara,,1.2,"Ohri,1996"
Fabaceae,Glycine,soja,,1.1,"Hammatt et al.,1991"
Fabaceae,Phaseolus,lathyroides,,1.1,"Ayonoadu,1974"
Fabaceae,Spartocytisus,filipes,,1.15,"Suda et al.,2005"
Fabaceae,Cajanus,volubilis,,1.2,"Ohri,1996"
Fabaceae,Dunbaria,ferruginea,,1.2,"Ohri,1996"
Fabaceae,Acacia,falciformis,,1.2,"Mukherjee and Sharma,1995"
Fabaceae,Melilotus,officinalis,,1.18,"Pustahija et al.,2013"
Fabaceae,Lotus,corniculatus,,1.19,"Pustahija et al.,2013"
Fabaceae,Astragalus,echinops,,1.19,"Samad et al.,2014"
Fabaceae,Acacia,nilotica,,1.2,"Mukerjee & Sharma,1993"
Fabaceae,Crotalaria,striata,,1.2,"Gupta,1976"
Fabaceae,Glycine,arenaria,,1.2,"Hammatt et al.,1991"
Fabaceae,Glycine,clandestina,,1.2,"Hammatt et al.,1991"
Fabaceae,Baptisia,bracteata,,1.2,"Bai et al.,2012"
Fabaceae,Astragalus,schizopterus,,1.21,"Samad et al.,2014"
Fabaceae,Coronilla,emerus,subsp. emeroides (Boiss. & Heddr.) Hayek,1.22,"Siljak-Yakovlev et al.,2010"
Fabaceae,Lotus,berthelotii,,1.22,"Suda et al.,2005"
Fabaceae,Lupinus,texensis,,1.22,"Price et al.,2005"
Fabaceae,Crotalaria,juncea,,1.2,"Gupta,1976"
Fabaceae,Melilotus,altissima,,1.2,"Grime and Mowforth,1982"
Fabaceae,Rhynchosia,aurea,,1.2,"Ohri,1996"
Fabaceae,Tephrosia,noctiflora,,1.2,"Raina et al.,1986"
Fabaceae,Acacia,leptocarpa,,1.2,"Mukherjee and Sharma,1995"
Fabaceae,Sesbania,rostrata,,1.23,"Arumuganathan and Earle,1991"
Fabaceae,Erythrina,velutina,,1.23,"Ohri et al.,2004"
Fabaceae,Senna,artemisioides,,1.24,"Morgan & Westoby,2005"
Fabaceae,Melilotus,albus,,1.24,"Pustahija et al.,2013"
Fabaceae,Lotus,glaucus,,1.24,"Suda et al.,2003"
