"clade","species","haploid"
"orchidaceae","Esmeralda_clarkei","19"
"orchidaceae","Euanthe_sanderiana","19"
"orchidaceae","Eulophia_promensis","19"
"orchidaceae","Eulophia_promensis","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_calceolaris","19"
"orchidaceae","Gastrochilus_dasypogon","19"
"orchidaceae","Gastrochilus_dasypogon","19"
"orchidaceae","Gastrochilus_dasypogon","19"
"orchidaceae","Gastrochilus_dasypogon","19"
"orchidaceae","Gastrochilus_dasypogon","19"
"orchidaceae","Gastrochilus_distichus","19"
"orchidaceae","Gastrochilus_distichus","19"
"orchidaceae","Gastrochilus_distichus","19"
"orchidaceae","Gastrochilus_inconspicuus","19"
"orchidaceae","Gastrochilus_inconspicuus","19"
"orchidaceae","Gastrochilus_japonicus","19"
"orchidaceae","Gastrochilus_pseudodistichus","19"
"orchidaceae","Gastrochilus_pseudodistichus","19"
"orchidaceae","Gastrochilus_pseudodistichus","19"
"orchidaceae","Genyorchis_pumila","19"
"orchidaceae","Genyorchis_pumila","19"
"orchidaceae","Gongora_truncata","19"
"orchidaceae","Goodyera_procera","19"
"orchidaceae","Goodyera_procera","19"
"orchidaceae","Gymnadenia_nigra","19"
"orchidaceae","Gymnadenia_nigra","19"
"orchidaceae","Habenaria_rhodocheila","19"
"orchidaceae","Herminium_jaffreyanum","19"
"orchidaceae","Herminium_jaffreyanum","19"
"orchidaceae","Herminium_jaffreyanum","19"
"orchidaceae","Herminium_lanceum","19"
"orchidaceae","Herminium_lanceum","19"
"orchidaceae","Herminium_lanceum","19"
"orchidaceae","Herminium_lanceum","19"
"orchidaceae","Herminium_lanceum","19"
"orchidaceae","Herminium_lanceum","19"
"orchidaceae","Herminium_lanceum","19"
"orchidaceae","Herminium_lanceum","19"
"orchidaceae","Herminium_mackinonii","19"
"orchidaceae","Herminium_monorchis","19"
"orchidaceae","Herminium_monorchis","19"
"orchidaceae","Herminium_monorchis","19"
"orchidaceae","Herminium_quinquelobum","19"
"orchidaceae","Herminium_quinquelobum","19"
"orchidaceae","Herminium_quinquelobum","19"
"orchidaceae","Himantoglossum_robertianum","19"
"orchidaceae","Holcoglossum_amesianum","19"
"orchidaceae","Holcoglossum_amesianum","19"
"orchidaceae","Holcoglossum_flavescens","19"
"orchidaceae","Holcoglossum_kimballianum","19"
"orchidaceae","Holcoglossum_lingulatum","19"
"orchidaceae","Holcoglossum_nujiangense","19"
"orchidaceae","Holcoglossum_rupestre","19"
"orchidaceae","Holcoglossum_sinicum","19"
"orchidaceae","Holcoglossum_wangii","19"
"orchidaceae","Holcoglossum_weixiense","19"
"orchidaceae","Hygrochilus_parishii","19"
"orchidaceae","Hygrochilus_parishii","19"
"orchidaceae","Hygrochilus_parishii","19"
"orchidaceae","Jejosephia_pusilla","19"
"orchidaceae","Jejosephia_pusilla","19"
"orchidaceae","Jumellea_anjouanensis","19"
"orchidaceae","Kingidium_hookerianum","19"
"orchidaceae","Kingidium_hookerianum","19"
"orchidaceae","Kingidium_taenialis","19"
"orchidaceae","Liparis_bautingensis","19"
"orchidaceae","Liparis_bautingensis","19"
"orchidaceae","Liparis_bautingensis","19"
"orchidaceae","Liparis_bootanensis","19"
"orchidaceae","Liparis_bootanensis","19"
"orchidaceae","Liparis_bootanensis","19"
"orchidaceae","Liparis_bootanensis","19"
"orchidaceae","Liparis_bootanensis","19"
"orchidaceae","Liparis_bootanensis","19"
"orchidaceae","Liparis_bootanensis","19"
"orchidaceae","Liparis_distans","19"
"orchidaceae","Liparis_luteola","19"
"orchidaceae","Liparis_luteola","19"
"orchidaceae","Liparis_luteola","19"
"orchidaceae","Liparis_mannii","19"
"orchidaceae","Liparis_mannii","19"
"orchidaceae","Liparis_nakaharae","19"
"orchidaceae","Liparis_plantaginea","19"
"orchidaceae","Liparis_plantaginea","19"
"orchidaceae","Liparis_viridiflora","19"
"orchidaceae","Liparis_viridiflora","19"
"orchidaceae","Luisia_filiformis","19"
"orchidaceae","Luisia_macrantha","19"
"orchidaceae","Luisia_macrantha","19"
"orchidaceae","Luisia_macrantha","19"
"orchidaceae","Luisia_tenuifolia","19"
"orchidaceae","Luisia_tenuifolia","19"
"orchidaceae","Luisia_tenuifolia","19"
"orchidaceae","Luisia_teres","19"
"orchidaceae","Luisia_teres","19"
"orchidaceae","Luisia_teres","19"
"orchidaceae","Luisia_trichorrhiza","19"
"orchidaceae","Luisia_trichorrhiza","19"
"orchidaceae","Luisia_trichorrhiza","19"
"orchidaceae","Luisia_trichorrhiza","19"
"orchidaceae","Luisia_tristis","19"
"orchidaceae","Luisia_tristis","19"
"orchidaceae","Luisia_tristis","19"
"orchidaceae","Luisia_tristis","19"
"orchidaceae","Luisia_tristis","19"
"orchidaceae","Luisia_tristis","19"
"orchidaceae","Luisia_tristis","19"
"orchidaceae","Luisia_volucris","19"
"orchidaceae","Malaxis_boninensis","19"
"orchidaceae","Malaxis_monophyllos","19"
"orchidaceae","Micropera_mannii","19"
"orchidaceae","Micropera_mannii","19"
"orchidaceae","Micropera_mannii","19"
"orchidaceae","Micropera_mannii","19"
"orchidaceae","Micropera_obtusa","19"
"orchidaceae","Micropera_obtusa","19"
"orchidaceae","Micropera_obtusa","19"
"orchidaceae","Micropera_pallida","19"
"orchidaceae","Micropera_pallida","19"
"orchidaceae","Micropera_rostrata","19"
"orchidaceae","Micropera_rostrata","19"
"orchidaceae","Micropera_rostrata","19"
"orchidaceae","Micropera_rostrata","19"
"orchidaceae","Mycaranthes_floribunda","19"
"orchidaceae","Mycaranthes_floribunda","19"
"orchidaceae","Mycaranthes_floribunda","19"
"orchidaceae","Mycaranthes_floribunda","19"
"orchidaceae","Mycaranthes_floribunda","19"
"orchidaceae","Mycaranthes_pannea","19"
"orchidaceae","Mycaranthes_pannea","19"
"orchidaceae","Neofinetia_falcata","19"
"orchidaceae","Neofinetia_falcata","19"
"orchidaceae","Neofinetia_falcata","19"
"orchidaceae","Neofinetia_falcata","19"
"orchidaceae","Neofinetia_falcata","19"
"orchidaceae","Neofinetia_falcata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_cordata","19"
"orchidaceae","Neottia_japonica","19"
"orchidaceae","Neottia_japonica","19"
"orchidaceae","Neottia_makinoana","19"
"orchidaceae","Neottia_makinoana","19"
"orchidaceae","Neottia_nipponica","19"
"orchidaceae","Neottia_nipponica","19"
"orchidaceae","Neottia_ovata","19"
"orchidaceae","Neottia_ovata","19"
"orchidaceae","Neottia_ovata","19"
"orchidaceae","Neottia_smallii","19"
"orchidaceae","Oncidium_sphacelatum","19"
"orchidaceae","Ophrys_apifera","19"
"orchidaceae","Ophrys_argolica","19"
"orchidaceae","Ophrys_argolica","19"
"orchidaceae","Ophrys_benacensis","19"
"orchidaceae","Ophrys_fragrans","19"
"orchidaceae","Ophrys_fuciflora","19"
"orchidaceae","Ophrys_fuciflora","19"
"orchidaceae","Ophrys_fuciflora","19"
"orchidaceae","Ophrys_heterochila","19"
"orchidaceae","Ophrys_heterochila","19"
"orchidaceae","Ophrys_promontorii","19"
"orchidaceae","Ophrys_promontorii","19"
"orchidaceae","Ophrys_speculum","19"
"orchidaceae","Ophrys_speculum","19"
"orchidaceae","Ophrys_speculum","19"
"orchidaceae","Ophrys_sphegodes","19"
"orchidaceae","Ophrys_sphegodes","19"
"orchidaceae","Ophrys_sphegodes","19"
"orchidaceae","Ophrys_tenthredinifera","19"
"orchidaceae","Ophrys_×","19"
"orchidaceae","Ophrys_×","19"
"orchidaceae","Ornithidium_aggregatum","19"
"orchidaceae","Ornithochilus_difformis","19"
"orchidaceae","Ornithochilus_difformis","19"
"orchidaceae","Ornithochilus_difformis","19"
"orchidaceae","Ornithochilus_difformis","19"
"orchidaceae","Ornithochilus_difformis","19"
"orchidaceae","Ornithochilus_difformis","19"
"orchidaceae","Ornithochilus_difformis","19"
"orchidaceae","Oxystophyllum_carnosum","19"
"orchidaceae","Oxystophyllum_carnosum","19"
"orchidaceae","Paphiopedilum_appletonianum","19"
"orchidaceae","Paphiopedilum_appletonianum","19"
"orchidaceae","Paphiopedilum_argus","19"
"orchidaceae","Paphiopedilum_argus","19"
"orchidaceae","Paphiopedilum_barbatum","19"
"orchidaceae","Paphiopedilum_barbatum","19"
"orchidaceae","Paphiopedilum_barbatum","19"
"orchidaceae","Paphiopedilum_barbatum","19"
"orchidaceae","Paphiopedilum_barbatum","19"
"orchidaceae","Paphiopedilum_javanicum","19"
"orchidaceae","Paphiopedilum_superbiens","19"
"orchidaceae","Paphiopedilum_superbiens","19"
"orchidaceae","Paphiopedilum_venustum","19"
"orchidaceae","Paphiopedilum_venustum","19"
"orchidaceae","Paphiopedilum_venustum","19"
"orchidaceae","Paphiopedilum_venustum","19"
"orchidaceae","Paphiopedilum_venustum","19"
"orchidaceae","Paphiopedilum_violascens","19"
"orchidaceae","Papilionanthe_biswasiana","19"
"orchidaceae","Papilionanthe_biswasiana","19"
"orchidaceae","Papilionanthe_hookeriana","19"
"orchidaceae","Papilionanthe_teres","19"
"orchidaceae","Papilionanthe_teres","19"
"orchidaceae","Papilionanthe_teres","19"
"orchidaceae","Papilionanthe_teres","19"
"orchidaceae","Papilionanthe_teres","19"
"orchidaceae","Papilionanthe_teres","19"
"orchidaceae","Papilionanthe_teres","19"
"orchidaceae","Papilionanthe_teres","19"
"orchidaceae","Papilionanthe_uniflora","19"
"orchidaceae","Papilionanthe_uniflora","19"
"orchidaceae","Papilionanthe_uniflora","19"
"orchidaceae","Papilionanthe_vandarum","19"
"orchidaceae","Papilionanthe_vandarum","19"
"orchidaceae","Papilionanthe_vandarum","19"
"orchidaceae","Papilionanthe_vandarum","19"
"orchidaceae","Papilionanthe_vandarum","19"
"orchidaceae","Papilionanthe_vandarum","19"
"orchidaceae","Paraphalaenopsis_denevei","19"
"orchidaceae","Paraphalaenopsis_serpentilingua","19"
"orchidaceae","Pelatantheria_ctenoglossum","19"
"orchidaceae","Pelatantheria_ctenoglossum","19"
"orchidaceae","Pelatantheria_ctenoglossum","19"
"orchidaceae","Pelatantheria_ctenoglossum","19"
"orchidaceae","Pelatantheria_ctenoglossum","19"
"orchidaceae","Peristylus_constrictus","19"
"orchidaceae","Phaius_tankervilleae","19"
"orchidaceae","Phaius_tankervilleae","19"
"orchidaceae","Phaius_tankervilleae","19"
"orchidaceae","Phaius_tankervilleae","19"
"orchidaceae","Phalaenopsis_amabilis","19"
"orchidaceae","Phalaenopsis_amabilis","19"
"orchidaceae","Phalaenopsis_amabilis","19"
"orchidaceae","Phalaenopsis_amabilis","19"
"orchidaceae","Phalaenopsis_amabilis","19"
"orchidaceae","Phalaenopsis_amabilis","19"
"orchidaceae","Phalaenopsis_amabilis","19"
"orchidaceae","Phalaenopsis_amabilis","19"
"orchidaceae","Phalaenopsis_amboinensis","19"
"orchidaceae","Phalaenopsis_amboinensis","19"
"orchidaceae","Phalaenopsis_amboinensis","19"
"orchidaceae","Phalaenopsis_amboinensis","19"
"orchidaceae","Phalaenopsis_amboinensis","19"
"orchidaceae","Phalaenopsis_amboinensis","19"
"orchidaceae","Phalaenopsis_aphrodite","19"
"orchidaceae","Phalaenopsis_aphrodite","19"
"orchidaceae","Phalaenopsis_aphrodite","19"
"orchidaceae","Phalaenopsis_aphrodite","19"
"orchidaceae","Phalaenopsis_aphrodite","19"
"orchidaceae","Phalaenopsis_aphrodite","19"
"orchidaceae","Phalaenopsis_bastianii","19"
"orchidaceae","Phalaenopsis_bellina","19"
"orchidaceae","Phalaenopsis_celebensis","19"
"orchidaceae","Phalaenopsis_chibae","19"
"orchidaceae","Phalaenopsis_cochlearis","19"
"orchidaceae","Phalaenopsis_corningiana","19"
"orchidaceae","Phalaenopsis_cornu-cervi","19"
"orchidaceae","Phalaenopsis_cornu-cervi","19"
"orchidaceae","Phalaenopsis_cornu-cervi","19"
"orchidaceae","Phalaenopsis_cornu-cervi","19"
"orchidaceae","Phalaenopsis_cornu-cervi","19"
"orchidaceae","Phalaenopsis_cornu-cervi","19"
"orchidaceae","Phalaenopsis_cornu-cervi","19"
"orchidaceae","Phalaenopsis_cornu-cervi","19"
"orchidaceae","Phalaenopsis_deliciosa","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_equestris","19"
"orchidaceae","Phalaenopsis_fasciata","19"
"orchidaceae","Phalaenopsis_floresensis","19"
"orchidaceae","Phalaenopsis_fuscata","19"
"orchidaceae","Phalaenopsis_fuscata","19"
"orchidaceae","Phalaenopsis_gigantea","19"
"orchidaceae","Phalaenopsis_gigantea","19"
"orchidaceae","Phalaenopsis_hieroglyphica","19"
"orchidaceae","Phalaenopsis_inscriptiosinensis","19"
"orchidaceae","Phalaenopsis_kunstleri","19"
"orchidaceae","Phalaenopsis_lindenii","19"
"orchidaceae","Phalaenopsis_lindenii","19"
"orchidaceae","Phalaenopsis_lobbii","19"
"orchidaceae","Phalaenopsis_lueddemanniana","19"
"orchidaceae","Phalaenopsis_lueddemanniana","19"
"orchidaceae","Phalaenopsis_lueddemanniana","19"
"orchidaceae","Phalaenopsis_lueddemanniana","19"
"orchidaceae","Phalaenopsis_lueddemanniana","19"
"orchidaceae","Phalaenopsis_lueddemanniana","19"
"orchidaceae","Phalaenopsis_lueddemanniana","19"
"orchidaceae","Phalaenopsis_lueddemanniana","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mannii","19"
"orchidaceae","Phalaenopsis_mariae","19"
"orchidaceae","Phalaenopsis_mariae","19"
"orchidaceae","Phalaenopsis_mariae","19"
"orchidaceae","Phalaenopsis_micholitzii","19"
"orchidaceae","Phalaenopsis_modesta","19"
"orchidaceae","Phalaenopsis_mysorensis","19"
"orchidaceae","Phalaenopsis_pallens","19"
"orchidaceae","Phalaenopsis_parishii","19"
"orchidaceae","Phalaenopsis_parishii","19"
"orchidaceae","Phalaenopsis_parishii","19"
"orchidaceae","Phalaenopsis_parishii","19"
"orchidaceae","Phalaenopsis_parishii","19"
"orchidaceae","Phalaenopsis_philippinensis","19"
"orchidaceae","Phalaenopsis_pulcherrima","19"
"orchidaceae","Phalaenopsis_pulcherrima","19"
"orchidaceae","Phalaenopsis_pulcherrima","19"
"orchidaceae","Phalaenopsis_pulcherrima","19"
"orchidaceae","Phalaenopsis_pulcherrima","19"
"orchidaceae","Phalaenopsis_pulcherrima","19"
"orchidaceae","Phalaenopsis_pulcherrima","19"
"orchidaceae","Phalaenopsis_pulchra","19"
"orchidaceae","Phalaenopsis_pulchra","19"
"orchidaceae","Phalaenopsis_regnieriana","19"
"orchidaceae","Phalaenopsis_reichenbachiana","19"
"orchidaceae","Phalaenopsis_sanderiana","19"
"orchidaceae","Phalaenopsis_sanderiana","19"
"orchidaceae","Phalaenopsis_sanderiana","19"
"orchidaceae","Phalaenopsis_sanderiana","19"
"orchidaceae","Phalaenopsis_sanderiana","19"
"orchidaceae","Phalaenopsis_schilleriana","19"
"orchidaceae","Phalaenopsis_schilleriana","19"
"orchidaceae","Phalaenopsis_schilleriana","19"
"orchidaceae","Phalaenopsis_schilleriana","19"
"orchidaceae","Phalaenopsis_schilleriana","19"
"orchidaceae","Phalaenopsis_speciosa","19"
"orchidaceae","Phalaenopsis_speciosa","19"
"orchidaceae","Phalaenopsis_stuartiana","19"
"orchidaceae","Phalaenopsis_stuartiana","19"
"orchidaceae","Phalaenopsis_stuartiana","19"
"orchidaceae","Phalaenopsis_stuartiana","19"
"orchidaceae","Phalaenopsis_sumatrana","19"
"orchidaceae","Phalaenopsis_taenialis","19"
"orchidaceae","Phalaenopsis_taenialis","19"
"orchidaceae","Phalaenopsis_taenialis","19"
"orchidaceae","Phalaenopsis_tetraspis","19"
"orchidaceae","Phalaenopsis_venosa","19"
"orchidaceae","Phalaenopsis_venosa","19"
"orchidaceae","Phalaenopsis_violacea","19"
"orchidaceae","Phalaenopsis_violacea","19"
"orchidaceae","Phalaenopsis_violacea","19"
"orchidaceae","Pholidota_articulata","19"
"orchidaceae","Pholidota_articulata","19"
"orchidaceae","Pholidota_articulata","19"
"orchidaceae","Pholidota_chinensis","19"
"orchidaceae","Pholidota_chinensis","19"
"orchidaceae","Phyllorchis_andersonii","19"
"orchidaceae","Pinalia_acervata","19"
"orchidaceae","Pinalia_acervata","19"
"orchidaceae","Pinalia_acervata","19"
"orchidaceae","Pinalia_bractescens","19"
"orchidaceae","Pinalia_copelandii","19"
"orchidaceae","Pinalia_copelandii","19"
"orchidaceae","Pinalia_excavata","19"
"orchidaceae","Pinalia_floribunda","19"
"orchidaceae","Pinalia_graminifolia","19"
"orchidaceae","Pinalia_graminifolia","19"
"orchidaceae","Pinalia_mysorensis","19"
"orchidaceae","Pinalia_mysorensis","19"
"orchidaceae","Pinalia_ovata","19"
"orchidaceae","Pinalia_pachyphylla","19"
"orchidaceae","Pinalia_pachystachya","19"
"orchidaceae","Pinalia_polystachya","19"
"orchidaceae","Pinalia_spicata","19"
"orchidaceae","Pinalia_spicata","19"
"orchidaceae","Pinalia_spicata","19"
"orchidaceae","Pinalia_spicata","19"
"orchidaceae","Pinalia_spicata","19"
"orchidaceae","Pinalia_spicata","19"
"orchidaceae","Platanthera_inscripta","19"
"orchidaceae","Platanthera_inscripta","19"
"orchidaceae","Platanthera_latilabris","19"
"orchidaceae","Pleurothallis_ruscifolia","19"
"orchidaceae","Pleurothallis_saccatilabia","19"
"orchidaceae","Plocoglottis_javanica","19"
"orchidaceae","Plocoglottis_javanica","19"
"orchidaceae","Plocoglottis_javanica","19"
"orchidaceae","Plocoglottis_lowii","19"
"orchidaceae","Plocoglottis_lowii","19"
"orchidaceae","Podochilus_cultratus","19"
"orchidaceae","Podochilus_cultratus","19"
"orchidaceae","Podochilus_cultratus","19"
"orchidaceae","Polystachya_cultriformis","19"
"orchidaceae","Polystachya_rhodoptera","19"
"orchidaceae","Polystachya_rhodoptera","19"
"orchidaceae","Pomatocalpa_spicatum","19"
"orchidaceae","Pomatocalpa_spicatum","19"
"orchidaceae","Pomatocalpa_spicatum","19"
"orchidaceae","Pomatocalpa_spicatum","19"
"orchidaceae","Psychopsis_krameriana","19"
"orchidaceae","Psychopsis_papilio","19"
"orchidaceae","Psychopsis_papilio","19"
"orchidaceae","Psychopsis_papilio","19"
"orchidaceae","Psychopsis_papilio","19"
"orchidaceae","Psychopsis_papilio","19"
"orchidaceae","Pteroceras_longicalcareum","19"
"orchidaceae","Pteroceras_teres","19"
"orchidaceae","Renanthera_coccinea","19"
"orchidaceae","Renanthera_coccinea","19"
"orchidaceae","Renanthera_coccinea","19"
"orchidaceae","Renanthera_elongata","19"
"orchidaceae","Renanthera_elongata","19"
"orchidaceae","Renanthera_elongata","19"
"orchidaceae","Renanthera_histrionica","19"
"orchidaceae","Renanthera_imschootiana","19"
"orchidaceae","Renanthera_imschootiana","19"
"orchidaceae","Renanthera_imschootiana","19"
"orchidaceae","Renanthera_imschootiana","19"
"orchidaceae","Renanthera_imschootiana","19"
"orchidaceae","Renanthera_imschootiana","19"
"orchidaceae","Renanthera_imschootiana","19"
"orchidaceae","Renanthera_matutina","19"
"orchidaceae","Renanthera_matutina","19"
"orchidaceae","Renanthera_monachica","19"
"orchidaceae","Renanthera_monachica","19"
"orchidaceae","Renanthera_monachica","19"
"orchidaceae","Renanthera_monachica","19"
"orchidaceae","Renanthera_monachica","19"
"orchidaceae","Renanthera_monachica","19"
"orchidaceae","Renanthera_storiei","19"
"orchidaceae","Renanthera_storiei","19"
"orchidaceae","Renanthera_storiei","19"
"orchidaceae","Renanthera_storiei","19"
"orchidaceae","Renanthera_storiei","19"
"orchidaceae","Rhynchostylis_coelestis","19"
"orchidaceae","Rhynchostylis_gigantea","19"
"orchidaceae","Rhynchostylis_gigantea","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Rhynchostylis_retusa","19"
"orchidaceae","Robiquetia_bertholdii","19"
"orchidaceae","Robiquetia_spathulata","19"
"orchidaceae","Robiquetia_succisa","19"
"orchidaceae","Robiquetia_succisa","19"
"orchidaceae","Saccolabiopsis_pusilla","19"
"orchidaceae","Saccolabiopsis_pusilla","19"
"orchidaceae","Schoenorchis_micrantha","19"
"orchidaceae","Schoenorchis_micrantha","19"
"orchidaceae","Schoenorchis_micrantha","19"
"orchidaceae","Sedirea_japonica","19"
"orchidaceae","Sedirea_japonica","19"
"orchidaceae","Sedirea_japonica","19"
"orchidaceae","Sedirea_japonica","19"
"orchidaceae","Sedirea_japonica","19"
"orchidaceae","Sedirea_japonica","19"
"orchidaceae","Seidenfadenia_mitrata","19"
"orchidaceae","Seidenfadenia_mitrata","19"
"orchidaceae","Seidenfadenia_mitrata","19"
"orchidaceae","Smithsonia_viridiflora","19"
"orchidaceae","Smithsonia_viridiflora","19"
"orchidaceae","Smithsonia_viridiflora","19"
"orchidaceae","Smitinandia_micrantha","19"
"orchidaceae","Smitinandia_micrantha","19"
"orchidaceae","Smitinandia_micrantha","19"
"orchidaceae","Smitinandia_micrantha","19"
"orchidaceae","Smitinandia_micrantha","19"
"orchidaceae","Smitinandia_micrantha","19"
"orchidaceae","Spathoglottis_pubescens","19"
"orchidaceae","Spathoglottis_pubescens","19"
"orchidaceae","Staurochilus_dawsonianus","19"
"orchidaceae","Staurochilus_fasciatus","19"
"orchidaceae","Staurochilus_fasciatus","19"
"orchidaceae","Staurochilus_luchuensis","19"
"orchidaceae","Staurochilus_luchuensis","19"
"orchidaceae","Staurochilus_luchuensis","19"
"orchidaceae","Stelis_pachyglossa","19"
"orchidaceae","Taeniophyllum_crepidiforme","19"
"orchidaceae","Taeniophyllum_glandulosum","19"
"orchidaceae","Taeniophyllum_glandulosum","19"
"orchidaceae","Taeniophyllum_glandulosum","19"
"orchidaceae","Thrixspermum_centipeda","19"
"orchidaceae","Thrixspermum_centripeda","19"
"orchidaceae","Thrixspermum_centripeda","19"
"orchidaceae","Thrixspermum_centripeda","19"
"orchidaceae","Thrixspermum_japonicum","19"
"orchidaceae","Thrixspermum_pygmaeum","19"
"orchidaceae","Thrixspermum_pygmaeum","19"
"orchidaceae","Thunia_alba","19"
"orchidaceae","Trias_stocksii","19"
"orchidaceae","Trias_stocksii","19"
"orchidaceae","Trichoglottis_cirrhifera","19"
"orchidaceae","Trichoglottis_philippinensis","19"
"orchidaceae","Trichoglottis_rosea","19"
"orchidaceae","Trichoglottis_rosea","19"
"orchidaceae","Trichoglottis_tenera","19"
"orchidaceae","Trichoglottis_tenera","19"
"orchidaceae","Trichotosia_pulvinata","19"
"orchidaceae","Uncifera_acuminata","19"
"orchidaceae","Uncifera_acuminata","19"
"orchidaceae","Uncifera_acuminata","19"
"orchidaceae","Uncifera_obtusifolia","19"
"orchidaceae","Uncifera_obtusifolia","19"
"orchidaceae","Uncifera_obtusifolia","19"
"orchidaceae","Uncifera_obtusifolia","19"
"orchidaceae","Vanda_alpina","19"
"orchidaceae","Vanda_alpina","19"
"orchidaceae","Vanda_alpina","19"
"orchidaceae","Vanda_alpina","19"
"orchidaceae","Vanda_coerulea","19"
"orchidaceae","Vanda_coerulea","19"
"orchidaceae","Vanda_coerulea","19"
"orchidaceae","Vanda_coerulea","19"
"orchidaceae","Vanda_coerulea","19"
"orchidaceae","Vanda_coerulea","19"
"orchidaceae","Vanda_coerulea","19"
"orchidaceae","Vanda_coerulea","19"
"orchidaceae","Vanda_coerulescens","19"
"orchidaceae","Vanda_coerulescens","19"
"orchidaceae","Vanda_coerulescens","19"
"orchidaceae","Vanda_coerulescens","19"
"orchidaceae","Vanda_cristata","19"
"orchidaceae","Vanda_cristata","19"
"orchidaceae","Vanda_cristata","19"
"orchidaceae","Vanda_cristata","19"
"orchidaceae","Vanda_cristata","19"
"orchidaceae","Vanda_cristata","19"
"orchidaceae","Vanda_cristata","19"
"orchidaceae","Vanda_cristata","19"
"orchidaceae","Vanda_flabellata","19"
"orchidaceae","Vanda_flabellata","19"
"orchidaceae","Vanda_flabellata","19"
"orchidaceae","Vanda_flabellata","19"
"orchidaceae","Vanda_flabellata","19"
"orchidaceae","Vanda_lamellata","19"
"orchidaceae","Vanda_lamellata","19"
"orchidaceae","Vanda_lamellata","19"
"orchidaceae","Vanda_stangeana","19"
"orchidaceae","Vanda_stangeana","19"
"orchidaceae","Vanda_stangeana","19"
"orchidaceae","Vanda_stangeana","19"
"orchidaceae","Vanda_subconcolor","19"
"orchidaceae","Vanda_subconcolor","19"
"orchidaceae","Vanda_subconcolor","19"
"orchidaceae","Vanda_tessellata","19"
"orchidaceae","Vanda_tessellata","19"
"orchidaceae","Vanda_tessellata","19"
"orchidaceae","Vanda_tessellata","19"
"orchidaceae","Vanda_tessellata","19"
"orchidaceae","Vanda_tessellata","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_testacea","19"
"orchidaceae","Vanda_tricolor","19"
"orchidaceae","Vanda_tricolor","19"
"orchidaceae","Vandopsis_gigantea","19"
"orchidaceae","Vandopsis_gigantea","19"
"orchidaceae","Vandopsis_polyantha","19"
"orchidaceae","Vandopsis_polyantha","19"
"orchidaceae","Vandopsis_undulata","19"
"orchidaceae","Vandopsis_undulata","19"
"orchidaceae","Vandopsis_undulata","19"
"orchidaceae","Vandopsis_undulata","19"
"orchidaceae","Vandopsis_undulata","19"
